,Name,Episodes,Release,Members,Score
1794,Kaze no Youjinbou,25,Oct 2001 - Mar 2002,15005,7.13
1749,Toaru Hikuushi e no Koiuta,13,Jan 2014 - Mar 2014,100155,7.15
4179,Love♥Love?,9,May 2004 - Jun 2004,21992,5.85
1124,Pretty Rhythm: Aurora Dream,51,Apr 2011 - Mar 2012,22145,7.42
3892,Furusato Meguri: Nippon no Mukashibanashi,50,Apr 2017 - Mar 2018,1119,6.09
4185,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,12,Jan 2016 - Mar 2016,58888,5.85
4303,Sukima no Kuni no Polta,13,Sep 2005 - Jul 2007,485,5.74
412,Takarajima,26,Oct 1978 - Apr 1979,20230,7.94
2579,Doujin Work,12,Jul 2007 - Sep 2007,28110,6.75
442,City Hunter,51,Apr 1987 - Mar 1988,79630,7.91
727,Yowamushi Pedal: New Generation,25,Jan 2017 - Jun 2017,80011,7.64
790,Junjou Romantica 3,12,Jul 2015 - Sep 2015,120386,7.61
4365,The Legend of Heroes: Sen no Kiseki - Northern War,12,Jan 2023 - Mar 2023,34207,5.66
1843,A3! Season Spring & Summer,12,Jan 2020 - Jun 2020,34781,7.11
2673,Okashi na Tensei,12,Jul 2023 - Sep 2023,72936,6.71
1308,Rozen Maiden (2013),13,Jul 2013 - Sep 2013,78305,7.33
3616,Kagaku Bouken-tai Tansar 5,34,Jul 1979 - Mar 1980,565,6.27
4553,47 Todoufuken,26,Apr 2011 - Sep 2011,601,5.35
4447,Funny Pets 2nd Season,12,Oct 2006 - Dec 2006,658,5.54
4140,Himitsukessha Taka no Tsume MAX,38,Apr 2013 - Feb 2014,599,5.9
4430,Anitore! XX: Hitotsu Yane no Shita de,12,Oct 2016 - Dec 2016,15395,5.57
549,Slayers Try,26,Apr 1997 - Sep 1997,54755,7.81
3435,Garakuta-doori no Stain,13,Jan 2003 - Mar 2003,2186,6.37
4654,High & Low: G-Sword,5,Mar 2017 - Mar 2017,912,4.75
3587,Pinocchio yori Piccolino no Bouken,52,Apr 1976 - May 1977,2221,6.29
3293,Shin Mitsubachi Maya no Bouken,52,Oct 1982 - Sep 1983,3651,6.44
3611,Koutetsu Sangokushi,25,Apr 2007 - Sep 2007,9154,6.28
3908,Koguma no Misha,26,Oct 1979 - Apr 1980,668,6.08
3779,Kidou Senshi Gundam-san,13,Jul 2014 - Sep 2014,7794,6.17
3542,Daisuki! Hello Kitty,26,Oct 1993 - Mar 1994,3034,6.31
4625,Idolls!,10,Jan 2021 - Mar 2021,4925,5.06
1359,Isekai Yakkyoku,12,Jul 2022 - Sep 2022,202346,7.3
436,Yuru Yuri San☆Hai!,12,Oct 2015 - Dec 2015,123985,7.91
2217,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,12,Jan 2023 - Mar 2023,84727,6.94
991,Ganbare Genki,35,Jul 1980 - Apr 1981,2877,7.49
1059,Yu☆Gi☆Oh! 5D's,154,Apr 2008 - Mar 2011,140338,7.45
3088,Muv-Luv Alternative 2nd Season,12,Oct 2022 - Dec 2022,16806,6.53
43,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,13,Jul 2023 - Sep 2023,245513,8.7
3640,Yatogame-chan Kansatsu Nikki,12,Apr 2019 - Jun 2019,31705,6.26
2819,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,12,Apr 2011 - Jun 2011,87903,6.65
479,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",12,Jan 2024 -,63177,7.88
1760,Nobunaga no Shinobi: Ise Kanegasaki-hen,26,Apr 2017 - Sep 2017,12671,7.15
701,Dekiru Neko wa Kyou mo Yuuutsu,13,Jul 2023 - Sep 2023,91618,7.67
3509,HaruChika: Haruta to Chika wa Seishun suru,12,Jan 2016 - Mar 2016,92030,6.33
1921,"Kanojo, Okarishimasu 3rd Season",12,Jul 2023 - Sep 2023,155387,7.07
149,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,13,Jul 2020 - Sep 2020,1087054,8.33
625,Tsuki ga Michibiku Isekai Douchuu 2nd Season,25,Jan 2024 -,150660,7.73
3596,Hello Kitty no Stump Village,26,2005 - 2005,1197,6.29
3523,Youkai Watch ♪,98,Apr 2021 - Mar 2023,2412,6.32
974,Flying Witch,12,Apr 2016 - Jun 2016,265682,7.5
3949,Cheonbangjichuk Hani,13,1988 - 1989,508,6.05
2108,Kokkoku,12,Jan 2018 - Mar 2018,185023,6.99
1328,Tiger Mask,105,Oct 1969 - Sep 1971,10508,7.32
3047,Magatsu Wahrheit: Zuerst,12,Oct 2020 - Dec 2020,36309,6.55
1020,Acchi Kocchi,12,Apr 2012 - Jun 2012,317984,7.47
804,MF Ghost,12,Oct 2023 - Dec 2023,54389,7.6
2464,Hai! Akko desu,164,Oct 1988 - Mar 1992,988,6.81
1857,Love Hina,24,Apr 2000 - Sep 2000,264519,7.1
3145,Rizelmine,24,Apr 2002 - Dec 2002,25121,6.51
2191,Attack No.1,104,Dec 1969 - Nov 1971,9545,6.95
2509,Akuma-kun,42,Apr 1989 - Mar 1990,1926,6.78
1812,Angolmois: Genkou Kassenki,12,Jul 2018 - Sep 2018,60212,7.12
582,Gochuumon wa Usagi desu ka??,12,Oct 2015 - Dec 2015,130471,7.77
4386,Duel Masters Victory V3,51,Apr 2013 - Mar 2014,1255,5.64
2810,Shugo Chara! Party!,25,Oct 2009 - Mar 2010,73302,6.65
4501,Gun-dou Musashi,26,Apr 2006 - Oct 2006,8362,5.45
2626,Wellber no Monogatari: Sisters of Wellber Zwei,13,Jan 2008 - Mar 2008,5373,6.73
2337,Denpa Kyoushi,24,Apr 2015 - Sep 2015,154746,6.87
2283,Pokemon Sun & Moon,146,Nov 2016 - Nov 2019,112040,6.9
1041,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,12,Oct 2020 - Dec 2020,585736,7.46
1625,Juu Ou Sei,11,Apr 2006 - Jun 2006,72941,7.2
3656,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",24,Oct 2016 - Mar 2017,115447,6.25
2536,Hinako Note,12,Apr 2017 - Jun 2017,106012,6.77
1943,Usavich III,13,Oct 2008 - May 2009,4588,7.06
4241,Kikou Sennyo Rouran,28,Nov 2002 - May 2003,2360,5.81
553,Mahoujin Guruguru (2017),24,Jul 2017 - Dec 2017,32838,7.81
1340,Ore wo Suki nano wa Omae dake ka yo,12,Oct 2019 - Dec 2019,451321,7.31
4413,Kkoma Bus Tayo 4,26,Aug 2016 - Nov 2016,321,5.6
1028,Tanoshii Muumin Ikka Bouken Nikki,26,Oct 1991 - Mar 1992,6722,7.47
1165,Fushigiboshi no☆Futagohime,51,Apr 2005 - Mar 2006,12177,7.4
828,Love Live! Sunshine!! 2nd Season,13,Oct 2017 - Dec 2017,115375,7.58
2717,Azuki-chan,117,Apr 1995 - Mar 1998,3104,6.69
3344,ClassicaLoid,25,Oct 2016 - Apr 2017,26450,6.42
1153,WWW.Working!!,13,Oct 2016 - Dec 2016,156438,7.41
4022,Tezuka Osamu no Don Dracula,8,Apr 1982 - Apr 1982,2819,6.0
672,Karakai Jouzu no Takagi-san,12,Jan 2018 - Mar 2018,584038,7.69
803,Master Keaton,24,Oct 1998 - Mar 1999,27474,7.6
4384,Pan de Peace!,13,Apr 2016 - Jun 2016,32438,5.64
3516,Sister Princess: Re Pure,13,Oct 2002 - Dec 2002,9424,6.32
3452,Kikou Kantai Dairugger XV,52,Mar 1982 - Mar 1983,2689,6.36
2207,Under Ninja,12,Oct 2023 - Dec 2023,57223,6.94
1248,Kyokou Suiri Season 2,12,Jan 2023 - Mar 2023,150875,7.35
2543,Bubuki Buranki: Hoshi no Kyojin,12,Oct 2016 - Dec 2016,26085,6.76
3369,Hajime Ningen Gon,39,Apr 1996 - Jan 1997,893,6.41
3654,Honey Honey no Suteki na Bouken,29,Oct 1981 - May 1982,1273,6.25
7,Gintama',51,Apr 2011 - Mar 2012,547553,9.03
2512,Chikyuu Shoujo Arjuna,13,Jan 2001 - Mar 2001,34173,6.78
1152,Urusei Yatsura (2022),23,Oct 2022 - Mar 2023,167320,7.41
871,Shoukoku no Altair,24,Jul 2017 - Dec 2017,77139,7.55
2170,Jinzou Ningen Kikaider The Animation,13,Oct 2000 - Jan 2001,10025,6.96
18,Monster,74,Apr 2004 - Sep 2005,1087381,8.88
4673,Papillon Rose,6,Feb 2006 - Mar 2006,4519,4.48
4102,Buta no Liver wa Kanetsu Shiro,12,Oct 2023 - Feb 2024,34231,5.93
4535,C Danchi,4,Oct 2022 - Oct 2022,30005,5.38
3036,Eden's Bowy,26,Apr 1999 - Sep 1999,6772,6.55
1980,Yuri Kuma Arashi,12,Jan 2015 - Mar 2015,101455,7.04
331,Dorohedoro,12,Jan 2020 - Mar 2020,536386,8.05
3081,Yaku nara Mug Cup mo,12,Apr 2021 - Jun 2021,46145,6.53
3421,Bonobono (TV 2016),,Apr 2016 -,3104,6.38
3062,Pastel Life,6,May 2018 - Jun 2018,6183,6.54
2236,Tantei Opera Milky Holmes,12,Oct 2010 - Dec 2010,44932,6.92
4060,Fushigi Dagashiya: Zenitendou,,Sep 2020 -,1766,5.97
2492,Hidan no Aria,12,Apr 2011 - Jul 2011,373773,6.79
395,High Score Girl II,9,Oct 2019 - Dec 2019,135419,7.96
961,Oban Star-Racers,26,Sep 2006 - Mar 2007,51563,7.51
908,Overtake!,12,Oct 2023 - Dec 2023,53908,7.54
1628,Tantei Opera Milky Holmes Dai 2 Maku,12,Jan 2012 - Mar 2012,18576,7.2
902,Kakuriyo no Yadomeshi,26,Apr 2018 - Sep 2018,166458,7.54
345,Akatsuki no Yona,24,Oct 2014 - Mar 2015,842935,8.03
2345,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,12,Apr 2015 - Jun 2015,4277,6.87
3008,Hanaukyou Maid-tai,12,Apr 2001 - Jun 2001,32231,6.57
1926,Koutetsu Jeeg,46,Oct 1975 - Aug 1976,3513,7.07
3028,Gegege no Kitarou (1971),45,Oct 1971 - Sep 1972,2649,6.56
1442,Motto To LOVE-Ru,12,Oct 2010 - Dec 2010,331640,7.27
921,Tonari no Seki-kun,21,Jan 2014 - May 2014,233693,7.53
3343,Cheburashka Arere?,26,Oct 2009 - Mar 2010,3489,6.42
1725,Densetsu no Yuusha da Garn,46,Feb 1992 - Jan 1993,4474,7.16
4557,Alice or Alice,12,Apr 2018 - Jun 2018,36613,5.34
4045,I: Wish You Were Here,4,Oct 2001 - Nov 2001,10652,5.98
3626,Ai no Senshi Rainbowman,22,Oct 1982 - Mar 1983,1218,6.27
4394,Duel Masters King,47,Apr 2020 - Mar 2021,946,5.63
1972,Show By Rock!!,12,Apr 2015 - Jun 2015,85503,7.04
682,Aria the Animation,13,Oct 2005 - Dec 2005,161785,7.68
4595,Wild 7 Another Bouryaku Unga,13,Apr 2002 - Aug 2002,1283,5.18
3995,Yami Shibai 7,13,Jul 2019 - Sep 2019,20480,6.02
1280,Kore wa Zombie desu ka?,12,Jan 2011 - Mar 2011,621956,7.34
2983,Nanatsu no Taizai: Funnu no Shinpan,24,Jan 2021 - Jun 2021,418510,6.58
40,"""Oshi no Ko""",11,Apr 2023 - Jun 2023,733315,8.71
4167,Akane-chan,26,Apr 1968 - Sep 1968,809,5.87
3352,Yume Tsukai,12,Apr 2006 - Jun 2006,9221,6.42
1418,Fate/stay night,24,Jan 2006 - Jun 2006,934862,7.28
251,Cardcaptor Sakura,70,Apr 1998 - Mar 2000,432760,8.17
2273,Namiuchigiwa no Muromi-san,13,Apr 2013 - Jun 2013,41490,6.91
132,Barakamon,12,Jul 2014 - Sep 2014,656483,8.37
86,Sora yori mo Tooi Basho,13,Jan 2018 - Mar 2018,496423,8.52
3717,Knyacki!,,Apr 1995 -,1103,6.21
162,Natsume Yuujinchou,13,Jul 2008 - Sep 2008,534219,8.31
143,Bakuman. 2nd Season,25,Oct 2011 - Mar 2012,350895,8.34
2070,Kamigami no Asobi,12,Apr 2014 - Jun 2014,145554,7.01
1849,Taiyou no Yuusha Fighbird,48,Feb 1991 - Feb 1992,3866,7.11
1519,Kakegurui,12,Jul 2017 - Sep 2017,1463629,7.24
4192,Youkai Ningen Bem (2006),26,Jan 2006 - Jul 2006,3587,5.85
3456,Motto! Majime ni Fumajime Kaiketsu Zorori,25,Apr 2020 - Nov 2020,1013,6.36
4503,Francesca,24,Jul 2014 - Dec 2014,9936,5.44
4331,Shiba Inuko-san,26,Apr 2012 - Sep 2012,9758,5.7
2680,Freezing Vibration,12,Oct 2013 - Dec 2013,165511,6.71
3412,"Tantei wa Mou, Shindeiru.",12,Jul 2021 - Sep 2021,362072,6.39
1795,Kurokami The Animation,23,Jan 2009 - Jun 2009,120695,7.13
3606,Inazma Delivery,10,Dec 2016 - Feb 2017,1320,6.28
1709,Vandread,13,Oct 2000 - Dec 2000,84301,7.16
1562,Kyoushoku Soukou Guyver (2005),26,Aug 2005 - Feb 2006,22662,7.22
2168,D4DJ Petit Mix,26,Feb 2021 - Jul 2021,6850,6.96
2422,Himitsu no Akko-chan,94,Jan 1969 - Oct 1970,3418,6.83
3083,Kiss Dum: Engage Planet,26,Apr 2007 - Sep 2007,10874,6.53
1833,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",12,Jan 2024 -,71779,7.12
2499,Kyouryuu Daisensou Izenborg,39,Oct 1977 - Jun 1978,1358,6.79
4267,Jingai-san no Yome,12,Oct 2018 - Dec 2018,46090,5.79
167,Sakamichi no Apollon,12,Apr 2012 - Jun 2012,381948,8.3
2203,Dennou Boukenki Webdiver,52,Apr 2001 - Mar 2002,2756,6.94
800,Kekkai Sensen,12,Apr 2015 - Oct 2015,865470,7.6
1908,Great Mazinger,56,Sep 1974 - Sep 1975,5932,7.08
428,Log Horizon,25,Oct 2013 - Mar 2014,1106439,7.92
3984,Boruto: Naruto Next Generations,293,Apr 2017 - Mar 2023,853683,6.03
116,Koukaku Kidoutai: Stand Alone Complex,26,Oct 2002 - Oct 2003,393669,8.42
504,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,12,Jul 2017 - Sep 2017,1229283,7.86
877,Majo no Tabitabi,12,Oct 2020 - Dec 2020,391910,7.55
4287,Kandagawa Jet Girls,12,Oct 2019 - Jan 2020,42101,5.76
2214,Oishinbo,136,Oct 1988 - Mar 1992,4217,6.94
2749,Seireitsukai no Blade Dance,12,Jul 2014 - Sep 2014,362584,6.68
1710,Kotoura-san,12,Jan 2013 - Mar 2013,335655,7.16
1181,Whistle!,39,May 2002 - Feb 2003,14579,7.39
3507,D.I.C.E.,40,Dec 2005 - Sep 2006,4948,6.33
1559,Kazemakase Tsukikage Ran,13,Jan 2000 - Apr 2000,17112,7.22
2880,Yumemiru Danshi wa Genjitsushugisha,12,Jul 2023 - Sep 2023,133159,6.62
3227,Yatterman,60,Jan 2008 - May 2009,4836,6.48
1439,Kuma Kuma Kuma Bear Punch!,12,Apr 2023 - Jun 2023,73541,7.27
2997,Seishun Anime Zenshuu,32,Apr 1986 - Dec 1986,2179,6.57
485,Higurashi no Naku Koro ni,26,Apr 2006 - Sep 2006,798419,7.88
2521,Super Robot Taisen OG: Divine Wars,25,Oct 2006 - Mar 2007,8024,6.78
3674,Gokujou!! Mecha Mote Iinchou Second Collection,51,Apr 2010 - Apr 2011,3042,6.24
2759,Digimon Xros Wars,30,Jul 2010 - Mar 2011,49527,6.67
2835,Chiisana Viking Vickie,78,Apr 1974 - Sep 1975,3769,6.64
711,Kimi to Boku.,13,Oct 2011 - Dec 2011,184319,7.66
14,3-gatsu no Lion 2nd Season,22,Oct 2017 - Mar 2018,396531,8.92
188,Fate/Zero,13,Oct 2011 - Dec 2011,1486235,8.27
3127,Love All Play,24,Apr 2022 - Sep 2022,38712,6.52
3945,Reiwa no Di Gi Charat,16,Oct 2022 - Jan 2023,4870,6.05
1662,Tenkuu Senki Shurato,38,Apr 1989 - Jan 1990,11086,7.18
1618,Figure 17: Tsubasa & Hikaru,13,May 2001 - May 2002,13833,7.2
158,Boku no Hero Academia 6th Season,25,Oct 2022 - Mar 2023,612512,8.31
3947,11eyes,12,Oct 2009 - Dec 2009,236553,6.05
2686,Ishura,12,Jan 2024 -,54240,6.7
366,Zombieland Saga Revenge,12,Apr 2021 - Jun 2021,212012,8.01
537,Capeta,52,Oct 2005 - Sep 2006,27118,7.82
690,Tondemo Skill de Isekai Hourou Meshi,12,Jan 2023 - Mar 2023,205784,7.67
1791,Tate no Yuusha no Nariagari Season 3,12,Oct 2023 - Dec 2023,400988,7.13
1167,Gokusen,13,Jan 2004 - Mar 2004,45897,7.4
3822,Sengoku Night Blood,12,Oct 2017 - Dec 2017,44781,6.14
4426,Dogeza de Tanondemita,12,Oct 2020 - Dec 2020,73818,5.58
3938,TV Yarou Nanaana: Wakuwaku Doukutsu Land,24,Apr 2019 - Sep 2019,1401,6.06
4052,Maou Dante,13,Aug 2002 - Nov 2002,10692,5.97
4674,Makura no Danshi,12,Jul 2015 - Sep 2015,42263,4.46
3794,Gakkyuu Ou Yamazaki,53,Dec 1997 - Apr 1998,1271,6.16
610,Kokoro Connect,13,Jul 2012 - Sep 2012,825541,7.74
2208,Kinnikuman II Sei: Ultimate Muscle,13,Apr 2004 - Jul 2004,7749,6.94
2803,Hataraku Maou-sama!!,12,Jul 2022 - Sep 2022,464509,6.66
2603,Babylon,12,Oct 2019 - Jan 2020,153859,6.74
2395,Ryuuou no Oshigoto!,12,Jan 2018 - Mar 2018,192584,6.84
2027,Senki Zesshou Symphogear,13,Jan 2012 - Mar 2012,117685,7.03
2460,Black★Rock Shooter (TV),8,Feb 2012 - Mar 2012,351337,6.81
3483,Battle Spirits: Shounen Toppa Bashin,50,Sep 2008 - Sep 2009,3707,6.34
2428,Akkun to Kanojo,25,Apr 2018 - Sep 2018,177500,6.82
2966,Joshikousei: Girl's High,12,Apr 2006 - Jun 2006,37455,6.59
3859,Battle Spirits: Heroes,50,Sep 2011 - Sep 2012,2239,6.12
3785,Ojamanga Yamada-kun,103,Sep 1980 - Oct 1982,828,6.17
876,Kami no Tou,13,Apr 2020 - Jun 2020,907026,7.55
774,Trapp Ikka Monogatari,40,Jan 1991 - Dec 1991,8334,7.61
590,Ojamajo Doremi Dokkaan!,51,Feb 2002 - Jan 2003,16938,7.76
2184,Ore no Imouto ga Konnani Kawaii Wake ga Nai,12,Oct 2010 - Dec 2010,680611,6.95
2037,Asatte no Houkou.,12,Oct 2006 - Dec 2006,24712,7.02
2931,Akuma no Riddle,12,Apr 2014 - Jun 2014,265905,6.6
3879,Jouran: The Princess of Snow and Blood,12,Apr 2021 - Jun 2021,94039,6.1
2793,Seiken no Blacksmith,12,Oct 2009 - Dec 2009,184554,6.66
2747,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,12,Jul 2022 - Sep 2022,23394,6.68
3296,Ayaka,12,Jul 2023 - Sep 2023,40370,6.44
264,Paripi Koumei,12,Apr 2022 - Jun 2022,285300,8.15
2703,Sabu to Ichi Torimono Hikae,52,Oct 1968 - Sep 1969,2525,6.7
3897,Tamagotchi! Miracle Friends,29,Sep 2013 - Mar 2014,693,6.09
4393,Sennin Buraku,23,Sep 1963 - Feb 1964,1160,5.63
3942,Luck & Logic,12,Jan 2016 - Mar 2016,109206,6.05
168,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,11,Apr 2011 - Jun 2011,1591065,8.3
3864,Himitsukessha Taka no Tsume: Golden Spell,12,Oct 2020 - Dec 2020,1235,6.12
645,Arakawa Under the Bridge x Bridge,13,Oct 2010 - Dec 2010,163849,7.71
1667,Kimi ga Nozomu Eien,14,Oct 2003 - Jan 2004,141372,7.18
4170,Glass no Kamen desu ga to Z,14,Apr 2013 - Jul 2013,988,5.87
2035,Ro-Kyu-Bu! SS,12,Jul 2013 - Sep 2013,38155,7.02
11,Gintama.,12,Jan 2017 - Mar 2017,309871,8.98
4655,Try Knights,12,Jul 2019 - Oct 2019,19732,4.75
1445,Nijiiro Days,24,Jan 2016 - Jun 2016,231156,7.27
102,Nichijou,26,Apr 2011 - Sep 2011,883389,8.46
2660,Yuusha Exkaiser,48,Feb 1990 - Jan 1991,2972,6.72
2594,Monster Farm: Legend e no Michi,25,Apr 2000 - Sep 2000,17807,6.74
3026,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",12,Jan 2023 - Mar 2023,135704,6.56
2470,Super Lovers,10,Apr 2016 - Jun 2016,144114,6.8
231,InuYasha: Kanketsu-hen,26,Oct 2009 - Mar 2010,280558,8.2
346,BanG Dream! 3rd Season,13,Jan 2020 - Apr 2020,36287,8.03
3436,Girls Bravo: First Season,11,Jul 2004 - Sep 2004,148322,6.37
3283,Yoku Wakaru Gendai Mahou,12,Jul 2009 - Sep 2009,25614,6.44
1284,Otome Game Sekai wa Mob ni Kibishii Sekai desu,12,Apr 2022 - Jun 2022,290927,7.34
977,Sugar Sugar Rune,51,Jul 2005 - Jun 2006,41874,7.49
1450,Kyuuketsuki Sugu Shinu,12,Oct 2021 - Dec 2021,88685,7.26
311,Spy x Family Season 2,12,Oct 2023 - Dec 2023,415929,8.08
148,One Outs,25,Oct 2008 - Apr 2009,235854,8.33
1026,High School DxD New,12,Jul 2013 - Sep 2013,904494,7.47
784,Eikoku Koi Monogatari Emma,12,Apr 2005 - Jun 2005,58151,7.61
2809,Wanwan Celepoo Soreyuke! Tetsunoshin,51,Jan 2006 - Dec 2006,1162,6.66
3586,Origami Warriors,52,2004 - 2004,532,6.29
2339,Ikebukuro West Gate Park,12,Oct 2020 - Dec 2020,118822,6.87
3666,Sanrio Anime Sekai Meisaku Gekijou,13,Sep 1987 - Dec 1987,1983,6.25
460,Les Misérables: Shoujo Cosette,52,Jan 2007 - Dec 2007,29219,7.89
1174,Cross Ange: Tenshi to Ryuu no Rondo,25,Oct 2014 - Mar 2015,204411,7.39
423,Yowamushi Pedal,38,Oct 2013 - Jul 2014,231064,7.93
958,"Yondemasu yo, Azazel-san. (TV)",13,Apr 2011 - Jul 2011,78626,7.51
2822,Shin Chuuka Ichiban! 2nd Season,12,Jan 2021 - Mar 2021,5620,6.65
3460,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,12,Oct 2019 - Dec 2019,265539,6.36
2131,Renkin San-kyuu Magical? Pokaan,12,Apr 2006 - Jun 2006,32951,6.98
2267,Kakkou no Iinazuke,24,Apr 2022 - Oct 2022,269918,6.91
3499,Mahou Shoujo Tokushusen Asuka,12,Jan 2019 - Mar 2019,83752,6.33
568,Beastars 2nd Season,12,Jan 2021 - Mar 2021,433375,7.79
1607,Nogizaka Haruka no Himitsu,12,Jul 2008 - Sep 2008,133883,7.2
2861,Arashi no Yoru ni: Himitsu no Tomodachi,26,Apr 2012 - Sep 2012,2722,6.63
1385,Trinity Blood,24,Apr 2005 - Oct 2005,183437,7.29
297,Tsurune: Tsunagari no Issha,13,Jan 2023 - Mar 2023,52149,8.1
3241,Dororon Enma-kun Meeramera,12,Apr 2011 - Jun 2011,18383,6.47
4526,Hatena☆Illusion,12,Jan 2020 - Jun 2020,43147,5.4
3561,Phantasy Star Online 2 The Animation,12,Jan 2016 - Apr 2016,69177,6.3
4043,Hipira-kun,10,Dec 2009 - Dec 2009,3416,5.98
1107,Fukigen na Mononokean,13,Jun 2016 - Sep 2016,130740,7.42
2872,Urasekai Picnic,12,Jan 2021 - Mar 2021,119091,6.63
500,Carole & Tuesday,24,Apr 2019 - Oct 2019,324764,7.86
3265,Ragnarök The Animation,26,Apr 2004 - Sep 2004,49582,6.45
1597,Kirakira☆Precure A La Mode,49,Feb 2017 - Jan 2018,12866,7.21
1740,Chikyuu Bouei Kigyou Dai-Guard,26,Oct 1999 - Mar 2000,9617,7.15
4538,Wagamama High Spec,12,Apr 2016 - Jun 2016,33399,5.38
863,Arakawa Under the Bridge,13,Apr 2010 - Jun 2010,351930,7.56
54,Made in Abyss,13,Jul 2017 - Sep 2017,1354250,8.65
37,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,12,Jan 2017 - Mar 2017,185603,8.72
4048,Usavich Zero,13,Apr 2015 - Aug 2015,1925,5.98
1074,Dragon Ball Super,131,Jul 2015 - Mar 2018,816154,7.44
2714,Shin Don Chuck Monogatari,73,Apr 1976 - Mar 1978,812,6.69
1856,Kikansha no Mahou wa Tokubetsu desu,12,Oct 2023 - Dec 2023,94651,7.1
2074,Masuda Kousuke Gekijou Gag Manga Biyori 3,12,Mar 2008 - Jun 2008,2995,7.01
2587,Uchi no Shishou wa Shippo ga Nai,13,Sep 2022 - Dec 2022,24223,6.74
3874,Izumo: Takeki Tsurugi no Senki,12,Apr 2005 - Jun 2005,12736,6.11
3634,Jankenman,51,Apr 1991 - Mar 1992,856,6.27
3292,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,12,Jul 2023 - Sep 2023,61953,6.44
453,Vanitas no Karte,12,Jul 2021 - Sep 2021,519293,7.9
2702,Mahoutsukai ni Taisetsu na Koto,12,Jan 2003 - Mar 2003,27168,6.7
1535,Nazo no Kanojo X,13,Apr 2012 - Jul 2012,313678,7.23
3905,Yumeria,12,Jan 2004 - Mar 2004,27979,6.08
1105,Edens Zero 2nd Season,25,Apr 2023 - Oct 2023,63151,7.42
3056,Sengoku Otome: Momoiro Paradox,13,Apr 2011 - Jun 2011,47500,6.55
2107,Kamen no Maid Guy,12,Apr 2008 - Jun 2008,41342,6.99
1848,Junketsu no Maria,12,Jan 2015 - Mar 2015,152969,7.11
4619,Ao Oni The Animation,13,Oct 2016 - Jan 2017,21039,5.08
999,Hitoribocchi no Marumaru Seikatsu,12,Apr 2019 - Jun 2019,216681,7.48
4076,Bada-ui Jeonseol Jangbogo,26,2002 - 2002,934,5.95
1717,Ookami-san to Shichinin no Nakama-tachi,12,Jul 2010 - Sep 2010,276342,7.16
2690,Hanyou no Yashahime: Sengoku Otogizoushi,24,Oct 2020 - Mar 2021,121326,6.7
68,Natsume Yuujinchou Go,11,Oct 2016 - Dec 2016,183492,8.57
4462,Bermuda Triangle: Colorful Pastrale,12,Jan 2019 - Mar 2019,8475,5.51
64,Death Note,37,Oct 2006 - Jun 2007,3843210,8.62
1986,Otogi Juushi Akazukin,39,Jul 2006 - Mar 2007,7598,7.04
1518,Kaidan Restaurant,23,Oct 2009 - Jun 2010,16589,7.24
4087,Saru Getchu: On Air 2nd,51,Oct 2006 - Sep 2007,710,5.94
843,GetBackers,49,Oct 2002 - Sep 2003,121855,7.57
1945,Zero kara Hajimeru Mahou no Sho,12,Apr 2017 - Jun 2017,267006,7.06
1132,Mieruko-chan,12,Oct 2021 - Dec 2021,483158,7.41
4173,Backkom,52,2005 - 2005,2120,5.86
3019,AI no Idenshi,12,Jul 2023 - Sep 2023,41695,6.56
2957,Rolling☆Girls,12,Jan 2015 - Mar 2015,89152,6.59
776,Mahou Shoujo ni Akogarete,13,Jan 2024 -,69085,7.61
2100,Kuusou Kagaku Sekai Gulliver Boy,50,Jan 1995 - Dec 1995,1726,7.0
2876,Tokyo Mew Mew New ♡,12,Jul 2022 - Sep 2022,43094,6.62
4411,Yousei Dick,26,Jun 1992 - Dec 1992,754,5.6
1802,Rockman.EXE Axess,51,Oct 2003 - Sep 2004,17461,7.13
4482,Hit wo Nerae!,8,Mar 2004 - Apr 2004,6537,5.48
378,Hyouge Mono,39,Apr 2011 - Jan 2012,28132,7.99
3063,Power Stone,26,Apr 1999 - Sep 1999,8043,6.54
3084,La Seine no Hoshi,39,Apr 1975 - Dec 1975,2766,6.53
